更新日期,#genre#
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$IPV4•线路3
浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8$IPV4•线路4
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8$IPV4•线路5
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$IPV4•线路6
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$IPV4•线路7
浙江卫视,http://ygbh.site/php/bfgd.php?id=094$IPV4•线路8
浙江卫视,http://sh.lnott.top:880/dx32.m3u8$IPV4•线路9
浙江卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/zjws.flv$IPV4•线路10
浙江卫视,http://php.cqshushu.ggff.net/jzb.php?id=zjws&公众号【医工学习日志】$IPV4•线路11
浙江卫视,http://111.43.126.240:9003/hls/40/index.m3u8$IPV4•线路12
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86$IPV4•线路13
湖南卫视,http://iptv.huuc.edu.cn/hls/hunanhd.m3u8$IPV4•线路1
湖南卫视,http://39.164.160.249:9901/tsfile/live/0128_1.m3u8$IPV4•线路2
湖南卫视,http://58.57.40.22:9901/tsfile/live/1028_1.m3u8$IPV4•线路3
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8$IPV4•线路4
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$IPV4•线路5
湖南卫视,http://183.11.239.36:808/hls/36/index.m3u8$IPV4•线路6
湖南卫视,http://219.157.60.114:7001/rtp/225.1.4.82:1111$IPV4•线路7
湖南卫视,http://ygbh.site/php/bfgd.php?id=086$IPV4•线路8
湖南卫视,http://sh.lnott.top:880/dx31.m3u8$IPV4•线路9
湖南卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.139:8908$IPV4•线路10
湖南卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/hunws.flv$IPV4•线路11
湖南卫视,http://php.cqshushu.ggff.net/jzb.php?id=hunws&公众号【医工学习日志】$IPV4•线路12
湖南卫视,http://111.43.126.240:9003/hls/37/index.m3u8$IPV4•线路13
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86$IPV4•线路14
东方卫视,http://iptv.huuc.edu.cn/hls/dfhd.m3u8$IPV4•线路1
东方卫视,http://58.57.40.22:9901/tsfile/live/1030_1.m3u8$IPV4•线路2
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8$IPV4•线路3
东方卫视,http://183.11.239.36:808/hls/114/index.m3u8$IPV4•线路4
东方卫视,http://120.76.248.139/live/bfgd/4200000093.m3u8$IPV4•线路5
东方卫视,http://112.46.85.60:8009/hls/31/index.m3u8$IPV4•线路6
东方卫视,hhttp://219.157.60.114:7001/rtp/225.1.4.85:1114$IPV4•线路7
东方卫视,http://ygbh.site/php/bfgd.php?id=093$IPV4•线路8
东方卫视,http://sh.lnott.top:880/dx35.m3u8$IPV4•线路9
东方卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.173:10674$IPV4•线路10
东方卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.142:8926$IPV4•线路11
东方卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/dfws.flv$IPV4•线路12
东方卫视,http://php.cqshushu.ggff.net/jzb.php?id=dfws&公众号【医工学习日志】$IPV4•线路13
东方卫视,http://111.43.126.240:9003/hls/39/index.m3u8$IPV4•线路14
东方卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86$IPV4•线路15
江苏卫视,http://iptv.huuc.edu.cn/hls/jshd.m3u8$IPV4•线路1
江苏卫视,http://58.57.40.22:9901/tsfile/live/1031_1.m3u8$IPV4•线路2
江苏卫视,http://183.11.239.36:808/hls/38/index.m3u8$IPV4•线路3
江苏卫视,http://120.76.248.139/live/bfgd/4200000085.m3u8$IPV4•线路4
江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8$IPV4•线路5
江苏卫视,http://182.150.23.74:808/hls/18/index.m3u8$IPV4•线路6
江苏卫视,http://www.dsk.cc/jstv/jstv.php?id=jsws&m.m3u8$IPV4•线路7
江苏卫视,http://ygbh.site/php/bfgd.php?id=085$IPV4•线路8
江苏卫视,http://sh.lnott.top:880/dx33.m3u8$IPV4•线路9
江苏卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.174:10680$IPV4•线路10
江苏卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.144:8938$IPV4•线路11
江苏卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/jsws.flv$IPV4•线路12
江苏卫视,http://php.cqshushu.ggff.net/jzb.php?id=jsws&公众号【医工学习日志】$IPV4•线路13
江苏卫视,http://111.43.126.240:9003/hls/38/index.m3u8$IPV4•线路14
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86$IPV4•线路15
山东卫视,http://iptv.huuc.edu.cn/hls/sdhd.m3u8$IPV4•线路1
山东卫视,http://39.164.160.249:9901/tsfile/live/0131_1.m3u8$IPV4•线路2
山东卫视,http://183.11.239.36:808/hls/43/index.m3u8$IPV4•线路3
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8$IPV4•线路4
山东卫视,http://182.150.23.74:808/hls/23/index.m3u8$IPV4•线路5
山东卫视,http://61.156.228.12:8154/tsfile/live/0131_1.m3u8$IPV4•线路6
山东卫视,http://219.157.60.114:7001/rtp/225.1.4.88:1117$IPV4•线路7
山东卫视,http://ygbh.site/php/bfgd.php?id=099$IPV4•线路8
山东卫视,http://sh.lnott.top:880/dx38.m3u8$IPV4•线路9
山东卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.69:10054$IPV4•线路10
山东卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/sdws.flv$IPV4•线路11
山东卫视,http://php.cqshushu.ggff.net/jzb.php?id=sdws&公众号【医工学习日志】$IPV4•线路12
北京卫视,http://iptv.huuc.edu.cn/hls/btv1hd.m3u8$IPV4•线路1
北京卫视,http://39.164.160.249:9901/tsfile/live/0122_1.m3u8$IPV4•线路2
北京卫视,http://58.57.40.22:9901/tsfile/live/1032_1.m3u8$IPV4•线路3
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8$IPV4•线路4
北京卫视,http://183.11.239.36:808/hls/41/index.m3u8$IPV4•线路5
北京卫视,http://120.76.248.139/live/bfgd/4200000083.m3u8$IPV4•线路6
北京卫视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time=1760876105&sign=a477cc462a76be885dab5120dc9b2c47$IPV4•线路7
北京卫视,http://ygbh.site/php/bfgd.php?id=083$IPV4•线路8
北京卫视,http://sh.lnott.top:880/dx29.m3u8$IPV4•线路9
北京卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.141:8920$IPV4•线路10
北京卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/bjws.flv$IPV4•线路11
北京卫视,http://php.cqshushu.ggff.net/jzb.php?id=bjws&公众号【医工学习日志】$IPV4•线路12
北京卫视,http://111.43.126.240:9003/hls/41/index.m3u8$IPV4•线路13
安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8$IPV4•线路1
安徽卫视,http://39.164.160.249:9901/tsfile/live/0130_1.m3u8$IPV4•线路2
安徽卫视,http://58.57.40.22:9901/tsfile/live/1033_1.m3u8$IPV4•线路3
安徽卫视,http://183.11.239.36:808/hls/40/index.m3u8$IPV4•线路4
安徽卫视,http://120.76.248.139/live/bfgd/4200000096.m3u8$IPV4•线路5
安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8$IPV4•线路6
安徽卫视,http://219.157.60.114:7001/rtp/225.1.4.87:1116$IPV4•线路7
安徽卫视,http://ygbh.site/php/bfgd.php?id=096$IPV4•线路8
安徽卫视,http://sh.lnott.top:880/dx34.m3u8$IPV4•线路9
安徽卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.70:10060$IPV4•线路10
安徽卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/ahws.flv$IPV4•线路11
安徽卫视,http://php.cqshushu.ggff.net/jzb.php?id=ahws&公众号【医工学习日志】$IPV4•线路12
安徽卫视,http://111.43.126.240:9003/hls/43/index.m3u8$IPV4•线路13
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8$IPV4•线路1
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8$IPV4•线路2
重庆卫视,http://183.11.239.36:808/hls/53/index.m3u8$IPV4•线路3
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8$IPV4•线路4
重庆卫视,http://123.130.84.106:8154/tsfile/live/0142_1.m3u8$IPV4•线路5
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8$IPV4•线路6
重庆卫视,http://219.157.60.114:7001/rtp/225.1.4.157:1308$IPV4•线路7
重庆卫视,http://ygbh.site/php/bfgd.php?id=107$IPV4•线路8
重庆卫视,http://sh.lnott.top:880/dx46.m3u8$IPV4•线路9
重庆卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.149:10530$IPV4•线路10
重庆卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cqws.flv$IPV4•线路11
重庆卫视,http://php.cqshushu.ggff.net/jzb.php?id=cqws&公众号【医工学习日志】$IPV4•线路12
重庆卫视,http://111.43.126.240:9003/hls/55/index.m3u8$IPV4•线路13
四川卫视,http://iptv.huuc.edu.cn/hls/schd.m3u8$IPV4•线路1
四川卫视,http://58.57.40.22:9901/tsfile/live/1046_1.m3u8$IPV4•线路2
四川卫视,http://120.238.94.10:9901/tsfile/live/1058_1.m3u8$IPV4•线路3
四川卫视,http://183.11.239.36:808/hls/50/index.m3u8$IPV4•线路4
四川卫视,http://120.76.248.139/live/bfgd/4200000103.m3u8$IPV4•线路5
四川卫视,http://222.169.85.8:9901/tsfile/live/0123_1.m3u8$IPV4•线路6
四川卫视,http://219.157.60.114:7001/rtp/225.1.4.151:1306$IPV4•线路7
四川卫视,http://ygbh.site/php/bfgd.php?id=103$IPV4•线路8
四川卫视,http://sh.lnott.top:880/dx45.m3u8$IPV4•线路9
四川卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/scws.flv$IPV4•线路10
四川卫视,http://php.cqshushu.ggff.net/jzb.php?id=scws&公众号【医工学习日志】$IPV4•线路11
四川卫视,http://111.43.126.240:9003/hls/50/index.m3u8$IPV4•线路12
东南卫视,http://iptv.huuc.edu.cn/hls/dnhd.m3u8$IPV4•线路1
东南卫视,http://58.57.40.22:9901/tsfile/live/1037_1.m3u8$IPV4•线路2
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8$IPV4•线路3
东南卫视,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8$IPV4•线路4
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8$IPV4•线路5
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8$IPV4•线路6
东南卫视,http://ygbh.site/php/bfgd.php?id=483$IPV4•线路7
东南卫视,http://sh.lnott.top:880/dx47.m3u8$IPV4•线路8
东南卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.108:10286$IPV4•线路9
东南卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/dnws.flv$IPV4•线路10
东南卫视,http://php.cqshushu.ggff.net/jzb.php?id=dnws&公众号【医工学习日志】$IPV4•线路11
东南卫视,http://111.43.126.240:9003/hls/47/index.m3u8$IPV4•线路12
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8$IPV4•线路1
深圳卫视,http://58.57.40.22:9901/tsfile/live/1036_1.m3u8$IPV4•线路2
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8$IPV4•线路3
深圳卫视,http://183.11.239.36:808/hls/45/index.m3u8$IPV4•线路4
深圳卫视,http://120.76.248.139/live/bfgd/4200000100.m3u8$IPV4•线路5
深圳卫视,http://222.169.85.8:9901/tsfile/live/0126_1.m3u8$IPV4•线路6
深圳卫视,http://219.157.60.114:7001/rtp/225.1.4.90:1119$IPV4•线路7
深圳卫视,http://ygbh.site/php/bfgd.php?id=100$IPV4•线路8
深圳卫视,http://sh.lnott.top:880/dx61.m3u8$IPV4•线路9
深圳卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.137:8896$IPV4•线路10
深圳卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/szws.flv$IPV4•线路11
深圳卫视,http://php.cqshushu.ggff.net/jzb.php?id=szws&公众号【医工学习日志】$IPV4•线路12
深圳卫视,http://111.43.126.240:9003/hls/51/index.m3u8$IPV4•线路13
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8$IPV4•线路1
广东卫视,http://39.164.160.249:9901/tsfile/live/0125_1.m3u8$IPV4•线路2
广东卫视,http://58.57.40.22:9901/tsfile/live/1039_1.m3u8$IPV4•线路3
广东卫视,http://120.238.94.10:9901/tsfile/live/1008_1.m3u8$IPV4•线路4
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8$IPV4•线路5
广东卫视,http://120.76.248.139/live/bfgd/4200000092.m3u8$IPV4•线路6
广东卫视,http://219.157.60.114:7001/rtp/225.1.4.166:1207$IPV4•线路7
广东卫视,http://ygbh.site/php/bfgd.php?id=092$IPV4•线路8
广东卫视,http://sh.lnott.top:880/dx40.m3u8$IPV4•线路9
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV4•线路10
广东卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.140:8914$IPV4•线路11
广东卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/gdws.flv$IPV4•线路12
广东卫视,http://php.cqshushu.ggff.net/jzb.php?id=gdws&公众号【医工学习日志】$IPV4•线路13
广东卫视,http://111.43.126.240:9003/hls/42/index.m3u8$IPV4•线路14
广东卫视,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86$IPV4•线路15
广西卫视,http://58.57.40.22:9901/tsfile/live/1049_1.m3u8$IPV4•线路1
广西卫视,https://hlscdn.liangtv.cn/live/de0f97348eb84f62aa6b7d8cf0430770/dd505d87880c478f901f38560ca4d4e6.m3u8$IPV4•线路2
广西卫视,https://hlscdn.liangtv.cn/live/0c4ef3a44b934cacb8b47121dfada66c/d7e04258157b480dae53883cc6f8123b.m3u8$IPV4•线路3
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8$IPV4•线路4
广西卫视,http://cssbyd.imwork.net:8082/hls/33/index.m3u8$IPV4•线路5
广西卫视,http://219.157.60.114:7001/rtp/225.1.4.31:1060$IPV4•线路6
广西卫视,http://111.43.126.240:9003/hls/62/index.m3u8$IPV4•线路7
广西卫视,http://ygbh.site/php/bfgd.php?id=116$IPV4•线路8
广西卫视,http://sh.lnott.top:880/dx41.m3u8$IPV4•线路9
广西卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/gxws.flv$IPV4•线路10
广西卫视,http://php.cqshushu.ggff.net/jzb.php?id=gxws&公众号【医工学习日志】$IPV4•线路11
厦门卫视,http://183.11.239.36:808/hls/17/index.m3u8$IPV4•线路1
厦门卫视,http://219.157.60.114:7001/rtp/225.1.4.95:1124$IPV4•线路2
厦门卫视,http://sh.lnott.top:880/dx48.m3u8$IPV4•线路3
厦门卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xmws.flv$IPV4•线路4
甘肃卫视,http://58.57.40.22:9901/tsfile/live/1056_1.m3u8$IPV4•线路1
甘肃卫视,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8$IPV4•线路2
甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8$IPV4•线路3
甘肃卫视,http://cssbyd.imwork.net:8082/hls/48/index.m3u8$IPV4•线路4
甘肃卫视,http://183.11.239.36:808/hls/119/index.m3u8$IPV4•线路5
甘肃卫视,http://219.157.60.114:7001/rtp/225.1.4.42:1071$IPV4•线路6
甘肃卫视,http://111.43.126.240:9003/hls/70/index.m3u8$IPV4•线路7
甘肃卫视,http://ygbh.site/php/bfgd.php?id=119$IPV4•线路8
甘肃卫视,http://sh.lnott.top:880/dx56.m3u8$IPV4•线路9
甘肃卫视,rtmp://livein.gstv.com.cn/49048r/y3nga4$IPV4•线路10
甘肃卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/gsws.flv$IPV4•线路11
甘肃卫视,http://php.cqshushu.ggff.net/jzb.php?id=gsws&公众号【医工学习日志】$IPV4•线路12
贵州卫视,http://39.164.160.249:9901/tsfile/live/0120_1.m3u8$IPV4•线路1
贵州卫视,http://58.57.40.22:9901/tsfile/live/1042_1.m3u8$IPV4•线路2
贵州卫视,http://cssbyd.imwork.net:8082/hls/39/index.m3u8$IPV4•线路3
贵州卫视,http://183.11.239.36:808/hls/49/index.m3u8$IPV4•线路4
贵州卫视,http://120.76.248.139/live/bfgd/4200000101.m3u8$IPV4•线路5
贵州卫视,http://219.157.60.114:7001/rtp/225.1.4.122:1302$IPV4•线路6
贵州卫视,http://ygbh.site/php/bfgd.php?id=101$IPV4•线路7
贵州卫视,http://sh.lnott.top:880/dx50.m3u8$IPV4•线路8
贵州卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/gzws.flv$IPV4•线路9
贵州卫视,http://php.cqshushu.ggff.net/jzb.php?id=gzws&公众号【医工学习日志】$IPV4•线路10
贵州卫视,http://111.43.126.240:9003/hls/52/index.m3u8$IPV4•线路11
河北卫视,http://iptv.huuc.edu.cn/hls/hebhd.m3u8$IPV4•线路1
河北卫视,http://39.164.160.249:9901/tsfile/live/0117_1.m3u8$IPV4•线路2
河北卫视,http://58.57.40.22:9901/tsfile/live/1044_1.m3u8$IPV4•线路3
河北卫视,https://jwplay.hebyun.com.cn/live/hbwstv/1500k/tzwj_video.m3u8$IPV4•线路4
河北卫视,http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8$IPV4•线路5
河北卫视,http://111.61.236.247:9081/hls/17/index.m3u8$IPV4•线路6
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=fe44b6c42c2e7065c441a28de6f13955$IPV4•线路7
河北卫视,http://ygbh.site/php/bfgd.php?id=108$IPV4•线路8
河北卫视,http://sh.lnott.top:880/dx63.m3u8$IPV4•线路9
河北卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.157:10578$IPV4•线路10
河北卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.113:9616$IPV4•线路11
河北卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/hbws.flv$IPV4•线路12
河北卫视,http://php.cqshushu.ggff.net/jzb.php?id=hebiws&公众号【医工学习日志】$IPV4•线路13
河北卫视,http://111.43.126.240:9003/hls/56/index.m3u8$IPV4•线路14
河南卫视,http://39.164.160.249:9901/tsfile/live/0139_1.m3u8$IPV4•线路1
河南卫视,http://58.57.40.22:9901/tsfile/live/1048_1.m3u8$IPV4•线路2
河南卫视,http://tvpull.dxhmt.cn:9081/tv/11425-1.m3u8$IPV4•线路3
河南卫视,http://120.238.94.10:9901/tsfile/live/1068_1.m3u8$IPV4•线路4
河南卫视,http://cssbyd.imwork.net:8082/hls/37/index.m3u8$IPV4•线路5
河南卫视,http://219.157.60.114:7001/rtp/225.1.4.98:1127$IPV4•线路6
河南卫视,http://ygbh.site/php/bfgd.php?id=339$IPV4•线路7
河南卫视,http://ygbh.site/php/bfgd.php?id=104$IPV4•线路8
河南卫视,http://sh.lnott.top:880/dx44.m3u8$IPV4•线路9
河南卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/hnws.flv$IPV4•线路10
河南卫视,http://php.cqshushu.ggff.net/jzb.php?id=henws&公众号【医工学习日志】$IPV4•线路11
河南卫视,http://111.43.126.240:9003/hls/44/index.m3u8$IPV4•线路12
河南卫视,https://iptv.catvod.com/live.php?id=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86$IPV4•线路13
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8$IPV4•线路1
黑龙江卫视,http://39.164.160.249:9901/tsfile/live/0143_1.m3u8$IPV4•线路2
黑龙江卫视,http://58.57.40.22:9901/tsfile/live/1040_1.m3u8$IPV4•线路3
黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8$IPV4•线路4
黑龙江卫视,http://183.11.239.36:808/hls/48/index.m3u8$IPV4•线路5
黑龙江卫视,http://120.76.248.139/live/bfgd/4200000095.m3u8$IPV4•线路6
黑龙江卫视,http://219.157.60.114:7001/rtp/225.1.4.91:1120$IPV4•线路7
黑龙江卫视,http://111.43.126.240:9003/hls/6/index.m3u8$IPV4•线路8
黑龙江卫视,http://ygbh.site/php/bfgd.php?id=095$IPV4•线路9
黑龙江卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.138:8902$IPV4•线路10
黑龙江卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/hljws.flv$IPV4•线路11
黑龙江卫视,http://php.cqshushu.ggff.net/jzb.php?id=hljws&公众号【医工学习日志】$IPV4•线路12
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8$IPV4•线路1
湖北卫视,http://58.57.40.22:9901/tsfile/live/1038_1.m3u8$IPV4•线路2
湖北卫视,http://120.238.94.10:9901/tsfile/live/1055_1.m3u8$IPV4•线路3
湖北卫视,http://183.11.239.36:808/hls/46/index.m3u8$IPV4•线路4
湖北卫视,http://120.76.248.139/live/bfgd/4200000102.m3u8$IPV4•线路5
湖北卫视,http://182.150.23.74:808/hls/28/index.m3u8$IPV4•线路6
湖北卫视,http://219.157.60.114:7001/rtp/225.1.4.89:1118$IPV4•线路7
湖北卫视,http://ygbh.site/php/bfgd.php?id=102$IPV4•线路8
湖北卫视,http://sh.lnott.top:880/dx42.m3u8$IPV4•线路9
湖北卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.115:8664$IPV4•线路10
湖北卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/hubws.flv$IPV4•线路11
湖北卫视,http://php.cqshushu.ggff.net/jzb.php?id=hbws&公众号【医工学习日志】$IPV4•线路12
湖北卫视,http://111.43.126.240:9003/hls/54/index.m3u8$IPV4•线路13
湖北卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86$IPV4•线路14
江西卫视,http://iptv.huuc.edu.cn/hls/jxhd.m3u8$IPV4•线路1
江西卫视,http://39.164.160.249:9901/tsfile/live/0138_1.m3u8$IPV4•线路2
江西卫视,http://58.57.40.22:9901/tsfile/live/1043_1.m3u8$IPV4•线路3
江西卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8$IPV4•线路4
江西卫视,http://183.11.239.36:808/hls/44/index.m3u8$IPV4•线路5
江西卫视,http://120.76.248.139/live/bfgd/4200000098.m3u8$IPV4•线路6
江西卫视,http://219.157.60.114:7001/rtp/225.1.4.139:1305$IPV4•线路7
江西卫视,http://ygbh.site/php/bfgd.php?id=098$IPV4•线路8
江西卫视,http://sh.lnott.top:880/dx43.m3u8$IPV4•线路9
江西卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.126:10394$IPV4•线路10
江西卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/jxws.flv$IPV4•线路11
江西卫视,http://php.cqshushu.ggff.net/jzb.php?id=jxws&公众号【医工学习日志】$IPV4•线路12
江西卫视,http://111.43.126.240:9003/hls/49/index.m3u8$IPV4•线路13
江西卫视,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8$IPV4•线路14
江西卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86$IPV4•线路15
吉林卫视,http://58.57.40.22:9901/tsfile/live/1050_1.m3u8$IPV4•线路1
吉林卫视,http://111.61.236.247:9081/hls/45/index.m3u8$IPV4•线路2
吉林卫视,http://cssbyd.imwork.net:8082/hls/41/index.m3u8$IPV4•线路3
吉林卫视,http://183.11.239.36:808/hls/10/index.m3u8$IPV4•线路4
吉林卫视,http://120.76.248.139/live/bfgd/4200000097.m3u8$IPV4•线路5
吉林卫视,http://219.157.60.114:7001/rtp/225.1.4.174:1309$IPV4•线路6
吉林卫视,http://ygbh.site/php/bfgd.php?id=097$IPV4•线路7
吉林卫视,http://sh.lnott.top:880/dx37.m3u8$IPV4•线路8
吉林卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/jlws.flv$IPV4•线路9
吉林卫视,http://php.cqshushu.ggff.net/jzb.php?id=jlws&公众号【医工学习日志】$IPV4•线路10
吉林卫视,http://111.43.126.240:9003/hls/45/index.m3u8$IPV4•线路11
吉林卫视,https://iptv.catvod.com/live.php?id=%E5%90%89%E6%9E%97%E5%8D%AB%E8%A7%86$IPV4•线路12
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8$IPV4•线路1
内蒙古卫视,http://111.61.236.247:9081/hls/48/index.m3u8$IPV4•线路2
内蒙古卫视,http://183.11.239.36:808/hls/60/index.m3u8$IPV4•线路3
内蒙古卫视,http://cssbyd.imwork.net:8082/hls/44/index.m3u8$IPV4•线路4
内蒙古卫视,http://123.130.84.106:8154/tsfile/live/0109_1.m3u8$IPV4•线路5
内蒙古卫视,http://219.157.60.114:7001/rtp/225.1.4.45:1074$IPV4•线路6
内蒙古卫视,http://111.43.126.240:9003/hls/63/index.m3u8$IPV4•线路7
内蒙古卫视,http://ygbh.site/php/bfgd.php?id=110$IPV4•线路8
内蒙古卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/nmgws.flv$IPV4•线路9
内蒙古卫视,https://iptv.catvod.com/live.php?id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86$IPV4•线路10
辽宁卫视,http://iptv.huuc.edu.cn/hls/lnhd.m3u8$IPV4•线路1
辽宁卫视,http://58.57.40.22:9901/tsfile/live/1035_1.m3u8$IPV4•线路2
辽宁卫视,http://183.11.239.36:808/hls/47/index.m3u8$IPV4•线路3
辽宁卫视,http://120.76.248.139/live/bfgd/4200000141.m3u8$IPV4•线路4
辽宁卫视,http://120.76.248.139/live/bfgd/4200000185.m3u8$IPV4•线路5
辽宁卫视,http://120.76.248.139/live/bfgd/4200000058.m3u8$IPV4•线路6
辽宁卫视,http://219.157.60.114:7001/rtp/225.1.4.167:1208$IPV4•线路7
辽宁卫视,http://111.43.126.240:9003/hls/57/index.m3u8$IPV4•线路8
辽宁卫视,http://ygbh.site/php/bfgd.php?id=058$IPV4•线路9
辽宁卫视,http://sh.lnott.top:880/dx19.m3u8$IPV4•线路10
辽宁卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.71:10066$IPV4•线路11
辽宁卫视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/lnws.flv$IPV4•线路12
辽宁卫视,http://php.cqshushu.ggff.net/jzb.php?id=lnws&公众号【医工学习日志】$IPV4•线路13
辽宁卫视,https://iptv.catvod.com/live.php?id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86$IPV4•线路14
宁夏卫视,http://58.57.40.22:9901/tsfile/live/1054_1.m3u8$IPV4•线路1
宁夏卫视,http://120.238.94.10:9901/tsfile/live/1076_1.m3u8$IPV4•线路2
